timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-02T11:24:40,pos_ner_spacy,bc7a3965-7ecd-40ad-92c5-109d6c094647,125.24219512939453,0.00012426467383760064,9.92194952421714e-07,14.0,0.0,5.739553928375244,0.0004884938610924615,0,0.0002002659845859111,0.0006887598456783726,Denmark,DNK,central jutland,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.31,3.11.5,2.3.5,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,10.2153,56.1567,15.305477142333984,machine,N,1.0
