,Filename,RelFreq X,RelFreq SPACE,RelFreq PROPN,RelFreq AUX,RelFreq DET,RelFreq NOUN,RelFreq ADP,RelFreq NUM,RelFreq PUNCT,RelFreq PRON,RelFreq CCONJ,RelFreq ADJ,RelFreq SCONJ,RelFreq VERB,RelFreq PART,RelFreq ADV,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq INTJ,RelFreq SYM
0,1021.b5.txt,0.0037854889589905363,0.007570977917981073,0.06561514195583597,0.05804416403785489,0.08075709779179811,0.1722397476340694,0.1028391167192429,0.010725552050473186,0.11356466876971609,0.10094637223974763,0.03533123028391167,0.05615141955835962,0.02145110410094637,0.09968454258675079,0.039116719242902206,0.032176656151419555,0,0,4,,
1,2028.b5.txt,0.009075439591605219,0.021554169030062395,0.09359047078842882,0.05161656267725468,0.05161656267725468,0.130459444129325,0.06920022688598979,0.010777084515031198,0.10550198525241067,0.13953488372093023,0.023255813953488372,0.04594441293250142,0.032898468519568916,0.13272830402722632,0.04197390811117414,0.03800340328984685,0,0,3,0.0011344299489506524,0.0011344299489506524
2,1023.b5.txt,0.009456264775413711,0.008274231678486997,0.050236406619385346,0.060874704491725766,0.06560283687943262,0.1388888888888889,0.10520094562647754,0.004137115839243499,0.11465721040189125,0.1057919621749409,0.03368794326241135,0.06501182033096926,0.024231678486997636,0.12115839243498817,0.03486997635933806,0.057919621749408984,0,2,5,,
3,0300.b5.txt,0.006906077348066298,0.011740331491712707,0.08494475138121547,0.0462707182320442,0.08908839779005524,0.17196132596685082,0.10082872928176796,0.008977900552486187,0.12914364640883977,0.06353591160220995,0.0462707182320442,0.07665745856353591,0.019337016574585635,0.07941988950276244,0.024171270718232045,0.04005524861878453,0,1,5,,0.0006906077348066298
4,0165.b5.txt,0.00846262341325811,0.004231311706629055,0.03737658674188998,0.06629055007052186,0.09449929478138223,0.17136812411847674,0.08110014104372355,0.013399153737658674,0.1368124118476728,0.08956276445698166,0.03455571227080395,0.06558533145275035,0.03244005641748942,0.0923836389280677,0.031029619181946404,0.039492242595204514,0,0,3,0.0007052186177715092,0.0007052186177715092
5,2034.b5.txt,0.006721433905899925,0.014189693801344288,0.04630321135175504,0.06497386109036594,0.06646751306945482,0.1530993278566094,0.09858103061986558,0.00597460791635549,0.13741598207617625,0.09634055265123226,0.038834951456310676,0.07393577296489919,0.03211351755041075,0.09260642270351008,0.027632561613144136,0.04480955937266617,0,0,3,,
6,0200.b5.txt,0.006184291898577613,0.008658008658008658,0.0383426097711812,0.05071119356833643,0.09029066171923315,0.16759431045145332,0.0847247990105133,0.02040816326530612,0.10018552875695733,0.09894867037724181,0.04514533085961658,0.07111935683364255,0.026592455163883734,0.09894867037724181,0.035868893011750155,0.05009276437847866,0,0,4,,0.006184291898577613
7,1533.b5.txt,0.007777322963569382,0.004093327875562832,0.03929594760540319,0.06549324600900532,0.06180925092099877,0.1514531313958248,0.10192386410151454,0.009005321326238231,0.10356119525173967,0.1293491608677855,0.03561195251739664,0.04789193614408514,0.036021285304952924,0.1223905034793287,0.04175194433074089,0.042161277118297175,0,0,4,,0.00040933278755628325
8,2066.b5.txt,0.007263922518159807,0.010492332526230832,0.07263922518159806,0.06698950766747377,0.06295399515738499,0.12994350282485875,0.09281678773204197,0.004035512510088781,0.09443099273607748,0.12025827280064569,0.02986279257465698,0.05084745762711865,0.021791767554479417,0.13962873284907182,0.058918482647296204,0.03712671509281679,0,2,1,,
9,0103.b5.txt,0.006138107416879796,0.005626598465473146,0.03324808184143223,0.05012787723785166,0.08951406649616368,0.17186700767263427,0.08746803069053709,0.018925831202046037,0.12429667519181585,0.09258312020460358,0.04194373401534527,0.08388746803069054,0.022506393861892585,0.10434782608695652,0.03017902813299233,0.037340153452685425,0,0,1,,
10,1057.b5.txt,0.0062535531552018195,0.007959067652075043,0.053439454235361,0.06083001705514497,0.08413871517907902,0.1512222853894258,0.09152927799886298,0.011938601478112564,0.12848209209778283,0.10517339397384878,0.033541785105173395,0.07902217168845935,0.019897669130187607,0.09607731665719159,0.025582717453098352,0.04434337691870381,0,0,4,0.0005685048322910744,
11,2032.b5.txt,0.01354062186559679,0.00802407221664995,0.07372116349047142,0.044633901705115345,0.041123370110330994,0.09327983951855567,0.07221664994984955,0.015546639919759278,0.19257773319959878,0.12437311935807423,0.03460381143430291,0.05366098294884654,0.017552657973921765,0.12086258776328987,0.04312938816449348,0.04914744232698094,0,1,6,0.0005015045135406219,0.0015045135406218655
12,1003.b5.txt,0.00625,0.007638888888888889,0.04097222222222222,0.075,0.06666666666666667,0.14791666666666667,0.10277777777777777,0.005555555555555556,0.08819444444444445,0.14166666666666666,0.03680555555555556,0.05416666666666667,0.03333333333333333,0.11319444444444444,0.03888888888888889,0.04027777777777778,0,0,4,0.0006944444444444445,
13,0140.b5.txt,0.005750798722044728,0.0268370607028754,0.07284345047923323,0.04472843450479233,0.08051118210862619,0.14057507987220447,0.08690095846645367,0.0134185303514377,0.11118210862619808,0.10798722044728434,0.04600638977635783,0.05686900958466454,0.031309904153354634,0.09840255591054313,0.024920127795527155,0.04984025559105431,0,1,4,0.0006389776357827476,0.0012779552715654952
14,1100.b5.txt,0.007107320540156361,0.028429282160625444,0.051883439943141436,0.051883439943141436,0.09168443496801706,0.17555081734186212,0.10589907604832978,0.010660980810234541,0.09808102345415778,0.07178393745557925,0.03553660270078181,0.07320540156361052,0.028429282160625444,0.1044776119402985,0.031982942430703626,0.032693674484719264,0,0,2,,0.0007107320540156361
15,2019.b5.txt,0.009302325581395349,0.017054263565891473,0.04496124031007752,0.06589147286821706,0.08527131782945736,0.13410852713178295,0.10930232558139535,0.013953488372093023,0.07829457364341086,0.14186046511627906,0.03875968992248062,0.04806201550387597,0.024031007751937984,0.11085271317829458,0.043410852713178294,0.034108527131782945,0,1,4,,0.0007751937984496124
16,1508.b5.txt,0.007687379884689302,0.008327994875080076,0.08392056374119154,0.06726457399103139,0.07110826393337603,0.1210762331838565,0.09481101857783472,0.012171684817424727,0.11531069827033953,0.10634208840486867,0.03139013452914798,0.04035874439461883,0.02754644458680333,0.11659192825112108,0.05060858424087124,0.04356181934657271,0,0,6,0.0006406149903907751,0.0012812299807815502
17,0310.b5.txt,0.00505369551484523,0.024005053695514846,0.03474415666456096,0.05811749842072015,0.08464939987365762,0.15540113708149084,0.0972836386607707,0.013897662665824383,0.114971572962729,0.08843967150979154,0.037271004421983576,0.08022741629816804,0.024005053695514846,0.0998104864181933,0.029058749210360075,0.05180037902716361,0,0,3,,0.0012634238787113076
18,3018.b5.txt,0.006476683937823834,0.006476683937823834,0.06152849740932642,0.06152849740932642,0.06282383419689119,0.14378238341968913,0.08549222797927461,0.007124352331606218,0.10751295336787564,0.11204663212435233,0.03950777202072539,0.06800518134715026,0.03626943005181347,0.10362694300518134,0.04533678756476684,0.05181347150259067,0,0,4,,0.0006476683937823834
19,3020.b5.txt,0.009868421052631578,0.009868421052631578,0.04523026315789474,0.0625,0.09292763157894737,0.1669407894736842,0.10279605263157894,0.01069078947368421,0.12088815789473684,0.10608552631578948,0.03536184210526316,0.078125,0.022203947368421052,0.08388157894736842,0.02549342105263158,0.02631578947368421,0,1,1,,0.0008223684210526315
20,1532.b5.txt,0.00913937547600914,0.005331302361005331,0.044173648134044174,0.07311500380807312,0.0594059405940594,0.1568926123381569,0.10205635948210205,0.012947448591012947,0.12338156892612338,0.11576542269611577,0.03655750190403656,0.03884234577303884,0.0297029702970297,0.12033511043412033,0.03427265803503427,0.03655750190403656,0,0,5,0.0015232292460015233,
