,Filename,RelFreq X,RelFreq NOUN,RelFreq SPACE,RelFreq DET,RelFreq ADJ,RelFreq ADP,RelFreq PROPN,RelFreq NUM,RelFreq PUNCT,RelFreq SYM,RelFreq VERB,RelFreq AUX,RelFreq ADV,RelFreq CCONJ,RelFreq PART,RelFreq PRON,RelFreq SCONJ,RelFreq INTJ,No. Unique PER,No. Unique LOC,No. Unique ORG
0,1520.b4.txt,0.006723716381418093,0.13202933985330073,0.03178484107579462,0.08068459657701711,0.055623471882640586,0.08801955990220049,0.06540342298288508,0.022004889975550123,0.14242053789731052,0.007334963325183374,0.09535452322738386,0.06051344743276284,0.04095354523227384,0.029951100244498777,0.03300733496332518,0.07946210268948656,0.028117359413202935,0.0006112469437652812,0,0,8
1,2034.b4.txt,0.006711409395973154,0.1342281879194631,0.040268456375838924,0.06935123042505593,0.05965697240865026,0.07680835197613721,0.06711409395973154,0.02162565249813572,0.1424310216256525,0.005965697240865026,0.08799403430275914,0.07084265473527218,0.035794183445190156,0.03206562266964952,0.03355704697986577,0.08202833706189411,0.03131991051454139,0.0022371364653243847,0,0,8
2,0105.b4.txt,0.007640067911714771,0.12139219015280135,0.011035653650254669,0.07724957555178268,0.0500848896434635,0.08828522920203735,0.057724957555178265,0.017826825127334467,0.09083191850594227,0.0025466893039049238,0.11460101867572156,0.07045840407470289,0.05263157894736842,0.04074702886247878,0.03735144312393888,0.12224108658743633,0.035653650254668934,0.001697792869269949,0,0,7
3,0200.b4.txt,0.0061643835616438354,0.12465753424657534,0.019178082191780823,0.06643835616438357,0.06780821917808219,0.07465753424657534,0.05273972602739726,0.01780821917808219,0.11575342465753424,0.00821917808219178,0.09315068493150686,0.06575342465753424,0.07054794520547945,0.03904109589041096,0.0410958904109589,0.11027397260273973,0.025342465753424658,0.0013698630136986301,0,0,7
4,1528.b4.txt,0.005964214711729622,0.14049039098740887,0.025182239893969515,0.09145129224652088,0.051027170311464545,0.07620941020543406,0.051027170311464545,0.0033134526176275677,0.0781974817760106,0.0006626905235255136,0.1119946984758118,0.0781974817760106,0.0536779324055666,0.032471835652750164,0.043074884029158385,0.1172962226640159,0.03777335984095427,0.0019880715705765406,0,0,5
5,0219.b4.txt,0.008272058823529412,0.15165441176470587,0.008272058823529412,0.08731617647058823,0.046875,0.09191176470588236,0.0744485294117647,0.007352941176470588,0.10110294117647059,,0.09283088235294118,0.06433823529411764,0.04411764705882353,0.029411764705882353,0.03308823529411765,0.11580882352941177,0.043198529411764705,,0,0,4
6,0140.b4.txt,0.00816326530612245,0.11836734693877551,0.004897959183673469,0.07918367346938776,0.03836734693877551,0.09061224489795919,0.09387755102040816,0.014693877551020407,0.11428571428571428,0.005714285714285714,0.11183673469387755,0.06693877551020408,0.044081632653061226,0.03183673469387755,0.04081632653061224,0.10122448979591837,0.03346938775510204,0.0016326530612244899,0,0,8
7,1057.b4.txt,0.006329113924050633,0.14367088607594936,0.01139240506329114,0.07468354430379746,0.04746835443037975,0.09240506329113925,0.05126582278481013,0.008227848101265823,0.10569620253164556,,0.11075949367088607,0.07911392405063292,0.03354430379746835,0.028481012658227847,0.039240506329113925,0.1341772151898734,0.03354430379746835,,0,0,6
8,1112.b4.txt,0.0056925996204933585,0.1366223908918406,0.015812776723592662,0.08222643896268185,0.04490828589500316,0.09550917141049968,0.053763440860215055,0.007590132827324478,0.116382036685642,,0.11954459203036052,0.05439595192915876,0.041113219481340925,0.02719797596457938,0.03542061986084757,0.12017710309930424,0.041113219481340925,0.002530044275774826,0,0,8
9,2030.b4.txt,0.006237006237006237,0.13444213444213443,0.03257103257103257,0.07207207207207207,0.05751905751905752,0.07830907830907831,0.05336105336105336,0.018018018018018018,0.09771309771309772,0.006237006237006237,0.1101871101871102,0.079002079002079,0.04158004158004158,0.0297990297990298,0.0395010395010395,0.10672210672210672,0.036036036036036036,0.000693000693000693,0,0,6
10,1069.b4.txt,0.008928571428571428,0.12905844155844157,0.017857142857142856,0.0836038961038961,0.05519480519480519,0.08685064935064934,0.060064935064935064,0.00974025974025974,0.1176948051948052,0.0016233766233766235,0.11688311688311688,0.060064935064935064,0.06655844155844155,0.030032467532467532,0.044642857142857144,0.08441558441558442,0.025974025974025976,0.0008116883116883117,0,0,6
11,1100.b4.txt,0.007887817703768623,0.15249780893952672,0.024539877300613498,0.09553023663453111,0.04820333041191937,0.09553023663453111,0.06923751095530237,0.007887817703768623,0.07449605609114812,0.0008764241893076249,0.10254163014899212,0.07887817703768624,0.029798422436459245,0.026292725679228746,0.03856266432953549,0.1016652059596845,0.044697633654688866,0.0008764241893076249,0,0,5
12,1508.b4.txt,0.006502890173410405,0.13078034682080925,0.015895953757225433,0.0773121387283237,0.04841040462427745,0.09754335260115607,0.09754335260115607,0.024566473988439308,0.101878612716763,0.0072254335260115606,0.10838150289017341,0.06647398843930635,0.03251445086705202,0.03106936416184971,0.04190751445086705,0.07297687861271676,0.03901734104046243,,0,0,9
