,Filename,RelFreq X,RelFreq NOUN,RelFreq SPACE,RelFreq DET,RelFreq ADJ,RelFreq ADP,RelFreq PROPN,RelFreq NUM,RelFreq PUNCT,RelFreq SYM,RelFreq VERB,RelFreq AUX,RelFreq ADV,RelFreq CCONJ,RelFreq PART,RelFreq PRON,RelFreq SCONJ,RelFreq INTJ,No. Unique PER,No. Unique LOC,No. Unique ORG
13,0165.b4.txt,0.007668711656441718,0.12039877300613497,0.020705521472392636,0.07592024539877301,0.04141104294478527,0.08588957055214724,0.0651840490797546,0.023006134969325152,0.1549079754601227,0.004601226993865031,0.09815950920245399,0.054447852760736194,0.03834355828220859,0.03680981595092025,0.040644171779141106,0.09662576687116564,0.03374233128834356,0.0015337423312883436,0,0,9
14,0107.b4.txt,0.005685856432125089,0.17981520966595593,0.006396588486140725,0.09097370291400142,0.06538734896943853,0.09665955934612651,0.0412224591329069,0.0035536602700781805,0.09310589907604833,,0.12295664534470505,0.04975124378109453,0.023454157782515993,0.04975124378109453,0.042643923240938165,0.09381663113006397,0.03482587064676617,,0,0,6
15,1023.b4.txt,0.005076142131979695,0.12436548223350254,0.01903553299492386,0.06091370558375635,0.07614213197969544,0.08375634517766498,0.08375634517766498,0.005076142131979695,0.11802030456852793,,0.09644670050761421,0.048223350253807105,0.08121827411167512,0.04314720812182741,0.03299492385786802,0.08883248730964467,0.03299492385786802,,0,0,3
16,0310.b4.txt,0.005154639175257732,0.15349369988545247,0.016036655211912942,0.08934707903780069,0.06701030927835051,0.1036655211912944,0.042382588774341354,0.014891179839633447,0.10824742268041238,0.003436426116838488,0.10882016036655212,0.06128293241695303,0.04009163802978236,0.025200458190148912,0.03951890034364261,0.09335624284077892,0.026345933562428408,0.001718213058419244,0,0,9
17,0318.b4.txt,0.006902899217671422,0.1417395306028532,0.008743672342383801,0.07547169811320754,0.038656235618959964,0.09572020248504372,0.05522319374137138,0.016106764841233318,0.2034054302807179,,0.09479981592268753,0.049700874367234235,0.0354348826507133,0.026691210308329497,0.022549470777726646,0.10262310170271514,0.024850437183617118,0.0013805798435342844,0,0,8
18,0300.b4.txt,0.007456503728251864,0.15658657829328915,0.018227009113504555,0.09030654515327258,0.04722452361226181,0.11101905550952776,0.0687655343827672,0.014913007456503728,0.13670256835128416,0.004142502071251036,0.1060480530240265,0.03893951946975974,0.030654515327257662,0.026512013256006627,0.033140016570008285,0.08367854183927093,0.02568351284175642,,0,0,6
19,0158.b4.txt,0.006901311249137336,0.13526570048309178,0.00759144237405107,0.07867494824016563,0.06142167011732229,0.08764665286404417,0.035196687370600416,0.011042097998619738,0.10835058661145618,,0.12077294685990338,0.07315389924085576,0.055900621118012424,0.03243616287094548,0.04278812974465148,0.1069703243616287,0.035886818495514144,,0,0,1
20,1097.b4.txt,0.0071567989590110605,0.14378659726740403,0.024072869225764477,0.08458035133376708,0.05465191932335719,0.09433962264150944,0.06441119063109954,0.011711125569290826,0.09824333116460637,0.001951854261548471,0.10865322055953155,0.0605074821080026,0.04749512036434613,0.03188028627195836,0.0468445022771633,0.08588158750813273,0.03253090435914118,0.0013012361743656475,0,0,6
21,1021.b4.txt,0.0060377358490566035,0.13735849056603774,0.012075471698113207,0.09207547169811321,0.04679245283018868,0.10943396226415095,0.08377358490566038,0.00830188679245283,0.09660377358490566,0.0022641509433962265,0.1079245283018868,0.06792452830188679,0.04,0.027924528301886794,0.04679245283018868,0.08,0.03471698113207547,,0,0,6
22,0139.b4.txt,0.010652463382157125,0.1511318242343542,0.005992010652463382,0.08588548601864181,0.0492676431424767,0.08122503328894808,0.06657789613848203,0.020639147802929428,0.13382157123834887,0.005992010652463382,0.10719041278295606,0.05126498002663116,0.02996005326231691,0.03861517976031957,0.039280958721704395,0.09254327563249001,0.02996005326231691,,0,0,11
23,1003.b4.txt,0.006693440428380187,0.1566265060240964,0.022757697456492636,0.09705488621151272,0.04819277108433735,0.08500669344042838,0.05220883534136546,0.011378848728246318,0.11311914323962517,0.004016064257028112,0.11579651941097724,0.06760374832663989,0.020080321285140562,0.03346720214190094,0.03748326639892905,0.09906291834002677,0.028781793842034806,0.0006693440428380187,0,0,5
24,2018.b4.txt,0.006482982171799027,0.13047001620745544,0.02674230145867099,0.06564019448946515,0.03646677471636953,0.07455429497568881,0.07941653160453808,0.012965964343598054,0.09967585089141005,0.004862236628849271,0.13290113452188007,0.055105348460291734,0.03646677471636953,0.025121555915721232,0.06482982171799027,0.11912479740680713,0.027552674230145867,0.0016207455429497568,0,1,6
25,0308.b4.txt,0.007633587786259542,0.13910093299406276,0.02714164546225615,0.07888040712468193,0.05258693808312129,0.10687022900763359,0.041560644614079725,0.015267175572519083,0.10262934690415607,0.004240882103477523,0.10008481764206956,0.06955046649703138,0.0542832909245123,0.022900763358778626,0.037319762510602206,0.11195928753180662,0.027989821882951654,,0,0,6
26,0178.b4.txt,0.008430349257326376,0.15134484142914492,0.008028904054596548,0.07386591730228824,0.06704134885588117,0.10919309514251305,0.034524287434765155,0.0076274588518667205,0.10638297872340426,,0.11039743075070253,0.05700521878763549,0.06142111601766359,0.02890405459654757,0.0337213970293055,0.10959454034524288,0.03211561621838619,0.0004014452027298274,0,0,1
27,1532.b4.txt,0.009312320916905445,0.12320916905444126,0.02650429799426934,0.07951289398280802,0.03724928366762178,0.09742120343839542,0.07020057306590258,0.01002865329512894,0.12607449856733524,0.0007163323782234957,0.11246418338108882,0.06088825214899714,0.052292263610315186,0.030802292263610316,0.03510028653295129,0.09598853868194843,0.03151862464183381,0.0007163323782234957,0,0,8
28,0103.b4.txt,0.003779289493575208,0.1368102796674225,0.031746031746031744,0.07936507936507936,0.06198034769463341,0.09145880574452003,0.061224489795918366,0.005291005291005291,0.10808767951625095,,0.10959939531368103,0.05366591080876795,0.04383975812547241,0.031746031746031744,0.030234315948601664,0.12622826908541193,0.02418745275888133,0.0007558578987150416,0,0,6
