,Filename,RelFreq X,RelFreq NUM,RelFreq SPACE,RelFreq NOUN,RelFreq DET,RelFreq PROPN,RelFreq ADP,RelFreq AUX,RelFreq ADJ,RelFreq PUNCT,RelFreq PRON,RelFreq CCONJ,RelFreq ADV,RelFreq VERB,RelFreq SCONJ,RelFreq PART,RelFreq INTJ,RelFreq SYM,No. Unique PER,No. Unique LOC,No. Unique ORG
0,1536.b3.txt,0.009057005860415556,0.02397442727757059,0.012253596164091636,0.17900905700586042,0.11134789557805008,0.09802876931273309,0.11507725093233884,0.0554075652637187,0.06659563132658497,0.09270111880660628,0.049014384656366546,0.034096963239211506,0.04581779435269046,0.0761854022376132,0.019712306872669155,0.010122535961640916,0.0005327650506126798,0.0010655301012253596,0,3,6
1,1066.b3.txt,0.007368421052631579,0.024210526315789474,0.04,0.16736842105263158,0.08473684210526315,0.04894736842105263,0.10684210526315789,0.061052631578947365,0.09526315789473684,0.10526315789473684,0.04894736842105263,0.03263157894736842,0.04263157894736842,0.09105263157894737,0.022631578947368423,0.02,,0.0010526315789473684,0,0,7
2,1097.b3.txt,0.010154738878143133,0.023694390715667313,0.02804642166344294,0.16005802707930367,0.08220502901353965,0.07156673114119923,0.09864603481624758,0.05609284332688588,0.08994197292069632,0.12137330754352031,0.05077369439071567,0.04061895551257253,0.051740812379110254,0.08268858800773694,0.0183752417794971,0.013539651837524178,,0.00048355899419729207,0,2,6
3,0134.b3.txt,0.005190311418685121,0.02249134948096886,0.016724336793540944,0.15628604382929642,0.07554786620530565,0.058246828143021914,0.09688581314878893,0.06113033448673587,0.07381776239907728,0.13437139561707034,0.040945790080738176,0.03863898500576701,0.08246828143021914,0.09457900807381776,0.01787773933102653,0.024798154555940023,,,0,0,9
4,1023.b3.txt,0.013358778625954198,0.01653944020356234,0.04007633587786259,0.1253180661577608,0.06361323155216285,0.1138676844783715,0.08333333333333333,0.05089058524173028,0.07633587786259542,0.18129770992366412,0.05534351145038168,0.02480916030534351,0.043256997455470736,0.06997455470737914,0.019720101781170483,0.02099236641221374,0.001272264631043257,,0,0,7
5,0130.b3.txt,0.005612244897959183,0.0163265306122449,0.013265306122448979,0.1540816326530612,0.08928571428571429,0.10153061224489796,0.10612244897959183,0.04336734693877551,0.0673469387755102,0.16173469387755102,0.05153061224489796,0.031122448979591835,0.04336734693877551,0.07806122448979592,0.015816326530612244,0.017857142857142856,0.0005102040816326531,0.003061224489795918,0,4,16
6,0307.b3.txt,0.009259259259259259,0.029411764705882353,0.016339869281045753,0.15849673202614378,0.11220043572984749,0.15359477124183007,0.10294117647058823,0.03159041394335512,0.07298474945533769,0.14270152505446623,0.02287581699346405,0.029956427015250545,0.023420479302832243,0.0724400871459695,0.008169934640522876,0.010893246187363835,0.0005446623093681918,0.002178649237472767,0,3,29
7,1533.b3.txt,0.007642799678197908,0.03298471440064361,0.015687851971037812,0.168543845534996,0.09613837489943684,0.08849557522123894,0.10659694288012872,0.0498793242156074,0.07119871279163315,0.10498793242156074,0.051890587288817375,0.030571198712791632,0.03459372485921158,0.08970233306516492,0.03258246178600161,0.01729686242960579,,0.0012067578439259854,0,3,18
8,1057.b3.txt,0.0017436791630340018,0.02993315896541703,0.024120895088637025,0.17988956698634118,0.0929962220284801,0.05085730892182505,0.09444928799767509,0.06248183667538506,0.06451612903225806,0.11798895669863411,0.07178145887823308,0.03196745132229003,0.036907875617553036,0.09357744841615809,0.023249055507120024,0.02121476315024702,0.0008718395815170009,0.0014530659691950015,0,3,17
9,1069.b3.txt,0.0064516129032258064,0.021700879765395895,0.01407624633431085,0.15219941348973606,0.08709677419354839,0.09560117302052785,0.11436950146627566,0.03870967741935484,0.06363636363636363,0.18064516129032257,0.04457478005865103,0.031085043988269796,0.03988269794721408,0.07126099706744868,0.01964809384164223,0.017008797653958945,0.0005865102639296188,0.001466275659824047,0,3,14
