,Filename,RelFreq X,RelFreq NOUN,RelFreq SPACE,RelFreq PROPN,RelFreq DET,RelFreq ADJ,RelFreq ADP,RelFreq AUX,RelFreq PART,RelFreq VERB,RelFreq PUNCT,RelFreq PRON,RelFreq ADV,RelFreq SCONJ,RelFreq CCONJ,RelFreq NUM,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq SYM,RelFreq INTJ
0,1041.a2.txt,0.010804321728691477,0.16566626650660263,0.010804321728691477,0.012004801920768308,0.06602641056422569,0.061224489795918366,0.08523409363745499,0.061224489795918366,0.05042016806722689,0.13925570228091236,0.12845138055222088,0.10204081632653061,0.04561824729891957,0.02040816326530612,0.03601440576230492,0.004801920768307323,0,0,1,,
1,0143.a2.txt,0.009615384615384616,0.19658119658119658,0.009615384615384616,0.002136752136752137,0.09935897435897435,0.08974358974358974,0.09081196581196581,0.08012820512820513,0.03952991452991453,0.11431623931623931,0.1047008547008547,0.05982905982905983,0.0405982905982906,0.029914529914529916,0.026709401709401708,0.00641025641025641,0,0,0,,
2,2031.a2.txt,0.011273957158962795,0.18376550169109357,0.011273957158962795,0.009019165727170236,0.08455467869222097,0.0935738444193912,0.09131905298759865,0.07440811724915446,0.040586245772266064,0.10259301014656144,0.06200676437429538,0.09808342728297632,0.06764374295377677,0.04171364148816235,0.02593010146561443,0.0011273957158962795,0,0,0,0.0011273957158962795,
3,1012.a2.txt,0.011278195488721804,0.19298245614035087,0.010025062656641603,0.002506265664160401,0.09273182957393483,0.09398496240601503,0.09899749373433583,0.08270676691729323,0.041353383458646614,0.11278195488721804,0.06766917293233082,0.09398496240601503,0.043859649122807015,0.023809523809523808,0.02631578947368421,0.005012531328320802,0,0,0,,
4,1077.a2.txt,0.011278195488721804,0.18045112781954886,0.010025062656641603,0.03759398496240601,0.10651629072681704,0.07894736842105263,0.09398496240601503,0.09398496240601503,0.03508771929824561,0.10150375939849623,0.06766917293233082,0.07518796992481203,0.05388471177944862,0.023809523809523808,0.02882205513784461,0.0012531328320802004,0,0,3,,
5,2023.a2.txt,0.011083743842364532,0.15147783251231528,0.013546798029556651,0.04433497536945813,0.09975369458128079,0.07389162561576355,0.0874384236453202,0.07512315270935961,0.05295566502463054,0.11945812807881774,0.0480295566502463,0.0874384236453202,0.04064039408866995,0.04926108374384237,0.034482758620689655,0.011083743842364532,0,1,4,,
6,1078.a2.txt,0.01174934725848564,0.12010443864229765,0.01174934725848564,0.015665796344647518,0.07049608355091384,0.06919060052219321,0.08746736292428199,0.09399477806788512,0.04308093994778068,0.12010443864229765,0.048302872062663184,0.16579634464751958,0.05352480417754569,0.048302872062663184,0.03524804177545692,0.0026109660574412533,0,0,2,,0.0026109660574412533
7,4032.a2.txt,0.009307135470527405,0.20062047569803515,0.007238883143743537,0.007238883143743537,0.10031023784901758,0.09513960703205791,0.12202688728024819,0.07859358841778696,0.03412616339193381,0.10341261633919338,0.055842812823164424,0.06514994829369183,0.05480868665977249,0.02481902792140641,0.03619441571871768,0.005170630816959669,0,1,1,,
8,2046.a2.txt,0.0111731843575419,0.23798882681564246,0.00782122905027933,0.00558659217877095,0.10167597765363129,0.11620111731843576,0.10391061452513967,0.03910614525139665,0.03798882681564246,0.10391061452513967,0.08715083798882682,0.03910614525139665,0.02905027932960894,0.024581005586592177,0.0446927374301676,0.01005586592178771,0,0,1,,
9,1021.a2.txt,0.010804321728691477,0.17046818727490998,0.012004801920768308,0.03721488595438175,0.09243697478991597,0.06962785114045618,0.1092436974789916,0.07923169267707082,0.04561824729891957,0.1056422569027611,0.07563025210084033,0.09963985594237695,0.03481392557022809,0.030012004801920768,0.025210084033613446,0.0024009603841536613,0,0,2,,
10,0133.a2.txt,0.00966183574879227,0.18067632850241547,0.008695652173913044,0.001932367149758454,0.1111111111111111,0.09565217391304348,0.09855072463768116,0.09178743961352658,0.024154589371980676,0.09758454106280193,0.09371980676328502,0.07632850241545894,0.051207729468599035,0.021256038647342997,0.033816425120772944,0.003864734299516908,0,0,1,,
11,5023.a2.txt,0.013793103448275862,0.15862068965517243,0.009655172413793104,0.006896551724137931,0.1006896551724138,0.06620689655172414,0.08137931034482758,0.09379310344827586,0.05241379310344828,0.12,0.08275862068965517,0.08689655172413793,0.06482758620689655,0.03310344827586207,0.02482758620689655,0.004137931034482759,0,0,1,,
12,5017.a2.txt,0.010416666666666666,0.18287037037037038,0.008101851851851851,0.008101851851851851,0.07291666666666667,0.09375,0.08217592592592593,0.0775462962962963,0.020833333333333332,0.1087962962962963,0.12152777777777778,0.09953703703703703,0.06018518518518518,0.02662037037037037,0.02199074074074074,0.003472222222222222,0,0,0,,0.0011574074074074073
13,2034.a2.txt,0.011273957158962795,0.1995490417136415,0.011273957158962795,0.02254791431792559,0.07102593010146561,0.0834272829763247,0.09244644870349493,0.07666290868094701,0.03494926719278467,0.08793686583990981,0.10710259301014656,0.06538895152198422,0.06426155580608793,0.03269447576099211,0.02818489289740699,0.009019165727170236,0,0,2,0.0011273957158962795,0.0011273957158962795
