,Filename,RelFreq X,RelFreq PROPN,RelFreq SPACE,RelFreq NOUN,RelFreq ADJ,RelFreq DET,RelFreq ADP,RelFreq PRON,RelFreq PUNCT,RelFreq AUX,RelFreq VERB,RelFreq ADV,RelFreq CCONJ,RelFreq NUM,RelFreq SCONJ,RelFreq PART,RelFreq SYM,RelFreq INTJ,No. Unique PER,No. Unique LOC,No. Unique ORG
0,0307.b1.txt,0.009836065573770493,0.073224043715847,0.01092896174863388,0.21311475409836064,0.08961748633879782,0.08524590163934426,0.10163934426229508,0.06120218579234973,0.11038251366120219,0.048087431693989074,0.08415300546448087,0.02841530054644809,0.030601092896174863,0.006557377049180328,0.020765027322404372,0.024043715846994537,0.001092896174863388,0.001092896174863388,0,2,3
1,3503.b1.txt,0.01282051282051282,0.008547008547008548,0.01566951566951567,0.23931623931623933,0.07264957264957266,0.11538461538461539,0.13532763532763534,0.05128205128205128,0.06552706552706553,0.08262108262108261,0.07977207977207977,0.037037037037037035,0.018518518518518517,0.014245014245014245,0.02849002849002849,0.022792022792022793,,,0,0,0
2,2070.b1.txt,0.01060070671378092,0.02591283863368669,0.01060070671378092,0.19434628975265017,0.06007067137809187,0.08244994110718493,0.10129564193168433,0.07538280329799764,0.07538280329799764,0.0706713780918728,0.10482921083627797,0.043580683156654886,0.038869257950530034,0.023557126030624265,0.0353356890459364,0.04711425206124853,,,0,0,3
3,2042.b1.txt,0.012300123001230012,0.038130381303813035,0.008610086100861008,0.15867158671586715,0.07380073800738007,0.05781057810578106,0.0996309963099631,0.1008610086100861,0.07257072570725707,0.08733087330873308,0.11685116851168512,0.06027060270602706,0.02214022140221402,0.004920049200492005,0.046740467404674045,0.03936039360393604,,,0,0,0
4,1520.b1.txt,0.010319917440660475,0.023735810113519093,0.008255933952528379,0.19711042311661506,0.07636738906088751,0.0784313725490196,0.08875128998968008,0.04540763673890609,0.1238390092879257,0.07430340557275542,0.09391124871001032,0.05263157894736842,0.030959752321981424,0.026831785345717233,0.029927760577915376,0.0392156862745098,,,0,2,1
5,1081.b1.txt,0.00932642487046632,0.00932642487046632,0.008290155440414507,0.19170984455958548,0.07772020725388601,0.0922279792746114,0.08704663212435233,0.08704663212435233,0.08186528497409326,0.07253886010362694,0.11088082901554404,0.05077720207253886,0.039378238341968914,0.00932642487046632,0.022797927461139896,0.04766839378238342,0.0010362694300518134,0.0010362694300518134,0,0,2
6,2012.b1.txt,0.009070294784580499,0.01927437641723356,0.011337868480725623,0.17687074829931973,0.060090702947845805,0.09523809523809523,0.08956916099773243,0.09297052154195011,0.1235827664399093,0.07369614512471655,0.10090702947845805,0.05782312925170068,0.035147392290249435,0.003401360544217687,0.022675736961451247,0.02834467120181406,,,0,0,2
7,1523.b1.txt,0.012658227848101266,0.052039381153305204,0.012658227848101266,0.12236286919831224,0.08438818565400844,0.07454289732770746,0.10689170182841069,0.10689170182841069,0.05625879043600562,0.06329113924050633,0.11533052039381153,0.06891701828410689,0.04360056258790436,0.009845288326300985,0.0379746835443038,0.029535864978902954,0.0014064697609001407,0.0014064697609001407,0,1,2
8,1069.b1.txt,0.009000900090009001,0.0612061206120612,0.008100810081008101,0.16021602160216022,0.062106210621062106,0.10441044104410441,0.11071107110711072,0.0576057605760576,0.1269126912691269,0.0738073807380738,0.081008100810081,0.0612061206120612,0.024302430243024302,0.009900990099009901,0.027002700270027002,0.018901890189018902,0.0018001800180018,0.0018001800180018,0,1,7
9,3504.b1.txt,0.01097560975609756,0.09146341463414634,0.013414634146341463,0.20121951219512196,0.07195121951219512,0.08658536585365853,0.11585365853658537,0.032926829268292684,0.09146341463414634,0.04878048780487805,0.1,0.0475609756097561,0.02195121951219512,0.015853658536585366,0.018292682926829267,0.02804878048780488,0.0024390243902439024,0.0012195121951219512,0,0,10
10,3018.b1.txt,0.010638297872340425,0.010638297872340425,0.008274231678486997,0.19148936170212766,0.06973995271867613,0.09219858156028368,0.09101654846335698,0.1016548463356974,0.08392434988179669,0.06264775413711583,0.12056737588652482,0.05319148936170213,0.03664302600472813,0.0070921985815602835,0.02955082742316785,0.030732860520094562,,,0,0,2
11,4035.b1.txt,0.01164294954721863,0.0129366106080207,0.0129366106080207,0.1591203104786546,0.056921086675291076,0.10090556274256145,0.11772315653298836,0.11384217335058215,0.07761966364812418,0.07761966364812418,0.11384217335058215,0.06985769728331177,0.02457956015523933,0.007761966364812419,0.02328589909443726,0.019404915912031046,,,0,0,1
