,Filename,RelFreq X,RelFreq SPACE,RelFreq NOUN,RelFreq PRON,RelFreq AUX,RelFreq ADP,RelFreq DET,RelFreq PUNCT,RelFreq ADJ,RelFreq PROPN,RelFreq VERB,RelFreq SCONJ,RelFreq PART,RelFreq ADV,RelFreq CCONJ,RelFreq NUM,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq INTJ,RelFreq SYM
0,0224.b7.txt,0.013513513513513514,0.00945945945945946,0.20675675675675675,0.06351351351351352,0.05675675675675676,0.10405405405405406,0.11216216216216217,0.08378378378378379,0.09054054054054055,0.014864864864864866,0.10405405405405406,0.02702702702702703,0.03783783783783784,0.031081081081081083,0.03513513513513514,0.00945945945945946,0,2,1,,
1,0151.b7.txt,0.0112079701120797,0.009962640099626401,0.18929016189290163,0.058530510585305104,0.07970112079701121,0.10460772104607721,0.11830635118306351,0.057285180572851806,0.08717310087173101,0.0161892901618929,0.11083437110834371,0.024906600249066,0.0361145703611457,0.04234122042341221,0.0361145703611457,0.017434620174346202,0,0,1,,
2,0186.b7.txt,0.011737089201877934,0.009389671361502348,0.17136150234741784,0.09389671361502347,0.07511737089201878,0.07863849765258216,0.09389671361502347,0.07981220657276995,0.07276995305164319,0.01056338028169014,0.1068075117370892,0.03755868544600939,0.03755868544600939,0.06338028169014084,0.04460093896713615,0.012910798122065728,0,0,1,,
3,0185.b7.txt,0.01002004008016032,0.009018036072144289,0.17935871743486975,0.07915831663326653,0.07715430861723446,0.08016032064128256,0.0811623246492986,0.09919839679358718,0.08016032064128256,0.011022044088176353,0.11623246492985972,0.03707414829659319,0.03807615230460922,0.061122244488977955,0.02905811623246493,0.012024048096192385,0,0,0,,
4,0158.b7.txt,0.010392609699769052,0.009237875288683603,0.1836027713625866,0.09006928406466513,0.08545034642032333,0.09122401847575058,0.08660508083140878,0.07621247113163972,0.07043879907621248,0.009237875288683603,0.12009237875288684,0.03926096997690531,0.04734411085450346,0.049653579676674366,0.02424942263279446,0.005773672055427252,0,1,1,0.0011547344110854503,
5,0106.b7.txt,0.009164969450101833,0.007128309572301426,0.17413441955193482,0.07433808553971487,0.09266802443991853,0.09572301425661914,0.08655804480651731,0.07535641547861507,0.0835030549898167,0.0050916496945010185,0.12423625254582485,0.04073319755600815,0.04276985743380855,0.05091649694501019,0.031568228105906315,0.006109979633401222,0,1,0,,
6,0219.b7.txt,0.01,0.0077777777777777776,0.20444444444444446,0.04555555555555556,0.08444444444444445,0.09222222222222222,0.10111111111111111,0.07666666666666666,0.09888888888888889,0.008888888888888889,0.09888888888888889,0.02666666666666667,0.03666666666666667,0.057777777777777775,0.04,0.01,0,1,0,,
7,0157.b7.txt,0.010440835266821345,0.009280742459396751,0.12645011600928074,0.1136890951276102,0.08352668213457076,0.0765661252900232,0.07308584686774942,0.09164733178654293,0.08700696055684455,0.025522041763341066,0.12064965197215777,0.04756380510440835,0.04060324825986079,0.05916473317865429,0.030162412993039442,0.004640371229698376,0,1,1,,
8,0137.b7.txt,0.008849557522123894,0.008849557522123894,0.21042281219272368,0.05604719764011799,0.06293018682399214,0.10422812192723697,0.11406096361848574,0.07964601769911504,0.08062930186823992,0.028515240904621434,0.0943952802359882,0.03736479842674533,0.035398230088495575,0.0344149459193707,0.02654867256637168,0.017699115044247787,0,1,2,,
9,0198.b7.txt,0.010882708585247884,0.007255139056831923,0.19951632406287786,0.08101571946795647,0.08222490931076179,0.10157194679564692,0.10399032648125756,0.0592503022974607,0.07980652962515115,0.0048367593712212815,0.10399032648125756,0.02418379685610641,0.045949214026602174,0.05199516324062878,0.03869407496977025,0.0048367593712212815,0,0,2,,
10,0107.b7.txt,0.01,0.006666666666666667,0.16111111111111112,0.09333333333333334,0.08333333333333333,0.06555555555555556,0.08222222222222222,0.06444444444444444,0.10333333333333333,0.027777777777777776,0.10888888888888888,0.042222222222222223,0.04666666666666667,0.052222222222222225,0.042222222222222223,0.008888888888888889,0,1,3,,0.0011111111111111111
11,0178.b7.txt,0.008744038155802861,0.009538950715421303,0.19793322734499205,0.04292527821939587,0.06597774244833068,0.11605723370429252,0.0834658187599364,0.09062003179650238,0.09300476947535771,0.01987281399046105,0.10015898251192369,0.026232114467408585,0.038950715421303655,0.07154213036565978,0.026232114467408585,0.008744038155802861,0,0,3,,
12,0238.b7.txt,0.00949367088607595,0.007383966244725738,0.16666666666666666,0.12025316455696203,0.07911392405063292,0.07911392405063292,0.08227848101265822,0.09177215189873418,0.07278481012658228,0.015822784810126583,0.12025316455696203,0.03164556962025317,0.026371308016877638,0.05379746835443038,0.03691983122362869,0.006329113924050633,0,0,2,,
13,0223.b7.txt,0.009944751381215469,0.008839779005524863,0.19668508287292819,0.07403314917127071,0.0718232044198895,0.09723756906077348,0.10497237569060773,0.0707182320441989,0.08176795580110498,0.03425414364640884,0.10497237569060773,0.017679558011049725,0.036464088397790057,0.04419889502762431,0.032044198895027624,0.013259668508287293,0,0,1,,0.0011049723756906078
14,0318.b7.txt,0.01171875,0.0078125,0.20833333333333334,0.07421875,0.046875,0.1171875,0.08333333333333333,0.109375,0.08203125,0.005208333333333333,0.08984375,0.026041666666666668,0.0390625,0.048177083333333336,0.04296875,0.005208333333333333,0,0,0,0.0026041666666666665,
