,Filename,RelFreq X,RelFreq NUM,RelFreq SPACE,RelFreq NOUN,RelFreq PROPN,RelFreq ADP,RelFreq ADJ,RelFreq PUNCT,RelFreq AUX,RelFreq VERB,RelFreq DET,RelFreq PRON,RelFreq SCONJ,RelFreq ADV,RelFreq CCONJ,RelFreq PART,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq SYM,RelFreq INTJ
0,0308.b2.txt,0.007334963325183374,0.0057049714751426246,0.008964955175224124,0.1556642216788916,0.04645476772616137,0.09861450692746536,0.09209453952730236,0.09209453952730236,0.08394458027709861,0.09616951915240424,0.07253463732681337,0.07334963325183375,0.04319478402607987,0.06275468622656886,0.015484922575387123,0.045639771801140996,0,0,4,,
1,2032.b2.txt,0.011627906976744186,0.005813953488372093,0.00872093023255814,0.19186046511627908,0.030523255813953487,0.10465116279069768,0.07703488372093023,0.08139534883720931,0.056686046511627904,0.10465116279069768,0.12209302325581395,0.0625,0.0188953488372093,0.03488372093023256,0.036337209302325583,0.05232558139534884,0,0,3,,
2,0165.b2.txt,0.007957559681697613,0.007957559681697613,0.007073386383731211,0.1856763925729443,0.004420866489832007,0.09991158267020336,0.07515473032714412,0.09106984969053934,0.07869142351900972,0.10433244916003537,0.11317418213969938,0.07338638373121131,0.04420866489832007,0.03183023872679045,0.028293545534924844,0.04155614500442087,0,0,0,0.005305039787798408,
3,3508.b2.txt,0.016129032258064516,0.004838709677419355,0.008064516129032258,0.2,0.02903225806451613,0.1064516129032258,0.08225806451612903,0.08225806451612903,0.08709677419354839,0.10806451612903226,0.07258064516129033,0.06935483870967742,0.04032258064516129,0.03387096774193549,0.02903225806451613,0.03064516129032258,0,0,2,,
4,3518.b2.txt,0.010090817356205853,0.007063572149344097,0.008072653884964682,0.12916246215943492,0.10191725529767912,0.09081735620585267,0.056508577194752774,0.07971745711402624,0.06559031281533804,0.1231079717457114,0.09485368314833502,0.08577194752774975,0.04238143289606458,0.03128153380423814,0.027245206861755803,0.04641775983854692,0,1,4,,
5,1541.b2.txt,0.010427528675703858,0.004171011470281543,0.0072992700729927005,0.20229405630865485,0.020855057351407715,0.09906152241918666,0.08759124087591241,0.08550573514077164,0.07194994786235662,0.08446298227320125,0.07090719499478623,0.06465067778936393,0.04483837330552659,0.05943691345151199,0.03128258602711158,0.053180396246089674,0,0,1,,0.0020855057351407717
6,4038.b2.txt,0.009384775808133473,0.01251303441084463,0.009384775808133473,0.19499478623566216,0.01981230448383733,0.07612095933263817,0.053180396246089674,0.08446298227320125,0.09176225234619395,0.13034410844629823,0.09280500521376434,0.06986444212721585,0.03336809176225235,0.051094890510948905,0.022940563086548488,0.04483837330552659,0,0,2,0.0020855057351407717,0.0010427528675703858
7,4036.b2.txt,0.009082652134423252,0.007266121707538601,0.011807447774750226,0.16439600363306087,0.09264305177111716,0.10717529518619437,0.07629427792915532,0.08810172570390554,0.06267029972752043,0.09900090826521345,0.08356039963669391,0.06267029972752043,0.025431425976385105,0.04450499545867393,0.02633969118982743,0.03723887375113533,0,1,10,0.0018165304268846503,
8,3525.b2.txt,0.010404624277456647,0.009248554913294798,0.021965317919075144,0.17803468208092485,0.05317919075144509,0.10520231213872833,0.08208092485549133,0.06358381502890173,0.08554913294797688,0.10751445086705202,0.08208092485549133,0.06011560693641618,0.03352601156069364,0.04161849710982659,0.03121387283236994,0.03352601156069364,0,0,3,0.0011560693641618498,
9,0140.b2.txt,0.00998003992015968,0.003992015968063872,0.006986027944111776,0.20059880239520958,0.03493013972055888,0.11077844311377245,0.05588822355289421,0.0658682634730539,0.0688622754491018,0.10079840319361277,0.08982035928143713,0.09281437125748503,0.03293413173652695,0.05089820359281437,0.03293413173652695,0.04091816367265469,0,0,4,,0.000998003992015968
10,1006.b2i.txt,0.00946372239747634,0.012618296529968454,0.010515247108307046,0.17981072555205047,0.00946372239747634,0.09884332281808622,0.06414300736067298,0.10725552050473186,0.08201892744479496,0.09884332281808622,0.0904311251314406,0.08727655099894847,0.03680336487907466,0.04311251314405889,0.024185068349106203,0.0452155625657203,0,0,1,,
11,2012.b2.txt,0.011815252416756176,0.007518796992481203,0.01288936627282492,0.18474758324382384,0.02900107411385607,0.10741138560687433,0.07733619763694952,0.1288936627282492,0.06552094522019335,0.08270676691729323,0.09559613319011816,0.0966702470461869,0.024704618689581095,0.021482277121374866,0.03544575725026853,0.018259935553168637,0,0,2,,
12,1528.b2.txt,0.008896797153024912,0.0035587188612099642,0.013345195729537367,0.17437722419928825,0.04181494661921708,0.08896797153024912,0.08185053380782918,0.08274021352313167,0.0809608540925267,0.10676156583629894,0.08896797153024912,0.10409252669039146,0.03291814946619217,0.027580071174377226,0.025800711743772242,0.03558718861209965,0,0,1,,0.0017793594306049821
13,1021.b2.txt,0.005376344086021506,0.011648745519713262,0.007168458781362007,0.19982078853046595,0.022401433691756272,0.11559139784946236,0.06182795698924731,0.0967741935483871,0.08064516129032258,0.1039426523297491,0.10931899641577061,0.056451612903225805,0.03046594982078853,0.035842293906810034,0.027777777777777776,0.03494623655913978,0,0,4,,
14,1533.b2.txt,0.007293946024799417,0.009482129832239242,0.008023340627279359,0.18088986141502553,0.024799416484318017,0.10357403355215171,0.07075127644055434,0.06710430342815463,0.10211524434719182,0.11962071480671042,0.09190371991247265,0.06783369803063458,0.0437636761487965,0.031363967906637494,0.021152443471918306,0.046681254558716266,0,0,1,0.0036469730123997084,
15,3506.b2.txt,0.011827956989247311,0.026881720430107527,0.007526881720430108,0.1817204301075269,0.04408602150537634,0.0978494623655914,0.05268817204301075,0.08064516129032258,0.08064516129032258,0.1053763440860215,0.1053763440860215,0.06129032258064516,0.03225806451612903,0.04086021505376344,0.02795698924731183,0.041935483870967745,0,0,2,0.001075268817204301,
16,3505.b2.txt,0.009656652360515022,0.02682403433476395,0.01072961373390558,0.1834763948497854,0.027896995708154508,0.11158798283261803,0.07725321888412018,0.09120171673819742,0.07188841201716738,0.1223175965665236,0.06759656652360516,0.06759656652360516,0.03111587982832618,0.03969957081545064,0.03111587982832618,0.027896995708154508,0,0,1,,0.002145922746781116
17,0139.b2.txt,0.011943539630836048,0.008686210640608035,0.00760043431053203,0.15200868621064062,0.026058631921824105,0.0738327904451683,0.09120521172638436,0.0749185667752443,0.08469055374592833,0.12160694896851248,0.0738327904451683,0.08577633007600434,0.04343105320304017,0.04777415852334419,0.04451682953311618,0.05211726384364821,0,0,4,,
18,3509.b2.txt,0.007106598984771574,0.018274111675126905,0.012182741116751269,0.19086294416243654,0.03756345177664975,0.09137055837563451,0.08629441624365482,0.10964467005076142,0.06903553299492386,0.09847715736040609,0.09644670050761421,0.049746192893401014,0.028426395939086295,0.049746192893401014,0.02030456852791878,0.030456852791878174,0,0,5,0.0040609137055837565,
