,Filename,RelFreq X,RelFreq NOUN,RelFreq SPACE,RelFreq PUNCT,RelFreq DET,RelFreq ADJ,RelFreq ADP,RelFreq PROPN,RelFreq PRON,RelFreq AUX,RelFreq VERB,RelFreq CCONJ,RelFreq ADV,RelFreq SCONJ,RelFreq PART,RelFreq NUM,RelFreq SYM,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq INTJ
0,2017.a4.txt,0.008712487899322363,0.16940948693126814,0.007744433688286544,0.11616650532429816,0.11035818005808325,0.061955469506292354,0.1122942884801549,0.02516940948693127,0.08518877057115198,0.05808325266214908,0.10358180058083252,0.031945788964181994,0.04259438528557599,0.026137463697967087,0.030009680542110357,0.00968054211035818,0.000968054211035818,0,0,0,
1,0199.a4.txt,0.009857612267250822,0.16100766703176342,0.007667031763417305,0.10952902519167579,0.11171960569550932,0.07228915662650602,0.09309967141292443,0.06462212486308871,0.08543263964950712,0.05585980284775466,0.09529025191675794,0.044906900328587074,0.040525739320920046,0.017524644030668127,0.03066812705366922,,,0,0,2,
2,2035.a4.txt,0.02406159769008662,0.15014436958614052,0.006737247353224254,0.12512030798845045,0.08565928777670838,0.03753609239653513,0.11068334937439846,0.017324350336862367,0.1289701636188643,0.05293551491819057,0.1126082771896054,0.028873917228103944,0.04427333974975938,0.019249278152069296,0.03368623676612127,0.02213666987487969,,0,0,1,
3,4028.a4.txt,0.009164969450101833,0.1446028513238289,0.008146639511201629,0.09368635437881874,0.05804480651731161,0.05091649694501019,0.08655804480651731,0.026476578411405296,0.15682281059063136,0.05804480651731161,0.12830957230142567,0.038696537678207736,0.04989816700610998,0.03767820773930754,0.04378818737270876,0.008146639511201629,,0,0,0,0.0010183299389002036
4,3042.a4.txt,0.00802407221664995,0.12537612838515547,0.011033099297893681,0.08726178535606821,0.06619859578736209,0.05917753259779338,0.09027081243731194,0.024072216649949848,0.15446339017051153,0.06920762286860582,0.13440320962888666,0.0320962888665998,0.058174523570712136,0.03009027081243731,0.04714142427281846,0.0020060180541624875,,0,0,1,0.0010030090270812437
5,0204.a4.txt,0.010344827586206896,0.14482758620689656,0.009195402298850575,0.11724137931034483,0.10919540229885058,0.052873563218390804,0.0896551724137931,0.05632183908045977,0.09655172413793103,0.05632183908045977,0.10804597701149425,0.029885057471264367,0.035632183908045977,0.03333333333333333,0.041379310344827586,0.008045977011494253,,0,1,1,0.0011494252873563218
6,1121.a4.txt,0.008035714285714285,0.15267857142857144,0.0125,0.13035714285714287,0.10446428571428572,0.05714285714285714,0.09642857142857143,0.04732142857142857,0.08928571428571429,0.048214285714285716,0.10714285714285714,0.030357142857142857,0.05,0.019642857142857142,0.03660714285714286,0.009821428571428571,,0,0,1,
7,4023.a4.txt,0.008579599618684462,0.12964728312678742,0.012392755004766444,0.10200190657769304,0.06863679694947569,0.06005719733079123,0.09342230695900858,0.034318398474737846,0.14299332697807435,0.07054337464251668,0.111534795042898,0.029551954242135366,0.05433746425166826,0.03813155386081983,0.03622497616777884,0.005719733079122974,0.0009532888465204957,0,1,2,0.0009532888465204957
8,0190.a4.txt,0.009230769230769232,0.13128205128205128,0.019487179487179488,0.11384615384615385,0.0882051282051282,0.04717948717948718,0.09333333333333334,0.09230769230769231,0.10358974358974359,0.06564102564102564,0.10256410256410256,0.03282051282051282,0.035897435897435895,0.02564102564102564,0.02666666666666667,0.012307692307692308,,0,1,4,
9,0237.a4.txt,0.012565445026178011,0.14973821989528796,0.007329842931937173,0.09842931937172775,0.08586387434554973,0.07329842931937172,0.09005235602094241,0.023036649214659685,0.12670157068062826,0.05863874345549738,0.11727748691099477,0.033507853403141365,0.048167539267015703,0.032460732984293195,0.03455497382198953,0.007329842931937173,,0,0,0,0.0010471204188481676
10,0120.a4.txt,0.00999000999000999,0.12287712287712288,0.015984015984015984,0.0939060939060939,0.07792207792207792,0.054945054945054944,0.0989010989010989,0.03296703296703297,0.16183816183816183,0.04795204795204795,0.13686313686313686,0.029970029970029972,0.03796203796203796,0.03596403596403597,0.03396603396603397,0.006993006993006993,,0,0,6,0.000999000999000999
11,1009.a4.txt,0.009857612267250822,0.16976998904709747,0.0065717415115005475,0.12924424972617743,0.09967141292442497,0.05366922234392114,0.10076670317634173,0.0416210295728368,0.0755750273822563,0.04928806133625411,0.10405257393209201,0.04600219058050383,0.038335158817086525,0.02628696604600219,0.0416210295728368,0.007667031763417305,,0,0,3,
12,2007.a4.txt,0.011,0.138,0.011,0.137,0.088,0.049,0.104,0.047,0.106,0.061,0.111,0.034,0.044,0.027,0.025,0.006,0.001,0,0,4,
13,0188.a4.txt,0.007339449541284404,0.163302752293578,0.007339449541284404,0.11926605504587157,0.0889908256880734,0.062385321100917435,0.09908256880733946,0.03853211009174312,0.10642201834862386,0.060550458715596334,0.1018348623853211,0.03302752293577982,0.044036697247706424,0.030275229357798167,0.01926605504587156,0.015596330275229359,0.0027522935779816515,0,0,2,
14,2012.a4.txt,0.007401315789473684,0.16365131578947367,0.007401315789473684,0.13404605263157895,0.10197368421052631,0.06332236842105263,0.10115131578947369,0.038651315789473686,0.11595394736842106,0.049342105263157895,0.09950657894736842,0.03125,0.027138157894736843,0.018092105263157895,0.032072368421052634,0.007401315789473684,,0,0,2,0.001644736842105263
15,1052.a4.txt,0.003937007874015748,0.13582677165354332,0.008858267716535433,0.1141732283464567,0.06594488188976377,0.060039370078740155,0.08464566929133858,0.047244094488188976,0.12106299212598425,0.07874015748031496,0.11318897637795275,0.04232283464566929,0.04625984251968504,0.02952755905511811,0.04330708661417323,0.002952755905511811,,0,0,3,0.001968503937007874
16,2067.a4.txt,0.00932642487046632,0.12953367875647667,0.007253886010362694,0.1378238341968912,0.08186528497409326,0.05595854922279793,0.07150259067357513,0.0383419689119171,0.12020725388601036,0.07046632124352331,0.10880829015544041,0.04041450777202073,0.04248704663212435,0.03316062176165803,0.03730569948186528,0.015544041450777202,,0,0,1,
17,2055.a4.txt,0.009240246406570842,0.14476386036960986,0.01642710472279261,0.12114989733059549,0.07392197125256673,0.057494866529774126,0.08624229979466119,0.06365503080082136,0.09240246406570841,0.07597535934291581,0.09753593429158111,0.052361396303901436,0.03490759753593429,0.015400410677618069,0.04209445585215606,0.01026694045174538,0.006160164271047228,0,0,1,
18,0168.a4.txt,0.005653266331658292,0.15389447236180903,0.01507537688442211,0.14824120603015076,0.06721105527638191,0.06281407035175879,0.08605527638190955,0.05778894472361809,0.10113065326633165,0.04459798994974874,0.10175879396984924,0.025753768844221106,0.0471105527638191,0.025753768844221106,0.03957286432160804,0.015703517587939697,0.001256281407035176,0,0,5,0.000628140703517588
19,0238.a4.txt,0.008442776735459663,0.14446529080675422,0.009380863039399626,0.08911819887429644,0.0900562851782364,0.0450281425891182,0.075046904315197,0.043151969981238276,0.12288930581613508,0.07317073170731707,0.1294559099437148,0.04127579737335835,0.03377110694183865,0.03095684803001876,0.055347091932457786,0.008442776735459663,,0,0,2,
20,0224.a4.txt,0.006207324643078833,0.12725015518311608,0.014276846679081317,0.10180012414649287,0.07883302296710118,0.06455617628801986,0.08504034761018,0.05276225946617008,0.14959652389819988,0.0633147113594041,0.11235257603972688,0.04220980757293606,0.03786468032278088,0.024208566108007448,0.035381750465549346,0.004345127250155183,,0,1,4,
21,2061.a4.txt,0.008555133079847909,0.12927756653992395,0.010456273764258554,0.13022813688212928,0.053231939163498096,0.06749049429657794,0.11216730038022814,0.05988593155893536,0.1473384030418251,0.06178707224334601,0.10551330798479087,0.03517110266159696,0.03612167300380228,0.014258555133079848,0.02376425855513308,0.0038022813688212928,,0,0,3,0.0009505703422053232
22,3037.a4.txt,0.005344418052256532,0.14192399049881235,0.009501187648456057,0.1324228028503563,0.0831353919239905,0.06116389548693587,0.10332541567695962,0.08076009501187649,0.09026128266033254,0.05285035629453682,0.11104513064133016,0.028503562945368172,0.040973871733966744,0.020190023752969122,0.030878859857482184,0.007125890736342043,0.0005938242280285036,0,1,14,
23,0234.a4.txt,0.012738853503184714,0.16348195329087048,0.0074309978768577496,0.11464968152866242,0.10084925690021232,0.07643312101910828,0.09235668789808917,0.03503184713375796,0.08598726114649681,0.06050955414012739,0.09660297239915075,0.024416135881104035,0.05201698513800425,0.03078556263269639,0.032908704883227176,0.013800424628450107,,0,0,2,
24,1112.a4.txt,0.007590132827324478,0.14516129032258066,0.007590132827324478,0.1015180265654649,0.09013282732447818,0.05787476280834915,0.09013282732447818,0.04079696394686907,0.10910815939278938,0.07400379506641366,0.11480075901328274,0.028462998102466792,0.051233396584440226,0.03984819734345351,0.03795066413662239,0.003795066413662239,,0,0,0,
25,1090.a4.txt,0.0071492403932082215,0.1554959785522788,0.0071492403932082215,0.10902591599642537,0.08310991957104558,0.06702412868632708,0.10277033065236818,0.03395889186773905,0.13404825737265416,0.0580875781948168,0.11081322609472744,0.03663985701519214,0.03842716711349419,0.03038427167113494,0.021447721179624665,0.004468275245755138,,0,0,1,
26,1088.a4.txt,0.009155645981688708,0.12614445574771108,0.006103763987792472,0.14140386571719227,0.054933875890132246,0.04577822990844354,0.07426246185147507,0.048830111902339775,0.14445574771108852,0.07324516785350967,0.12105798575788403,0.038657171922685654,0.03255340793489318,0.029501525940996948,0.048830111902339775,0.00508646998982706,,0,0,2,
