,Filename,RelFreq X,RelFreq NUM,RelFreq SPACE,RelFreq NOUN,RelFreq CCONJ,RelFreq PART,RelFreq PROPN,RelFreq PUNCT,RelFreq VERB,RelFreq ADP,RelFreq DET,RelFreq AUX,RelFreq PRON,RelFreq ADJ,RelFreq ADV,RelFreq SCONJ,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq INTJ,RelFreq SYM
0,0107.b6.txt,0.011320754716981131,0.006289308176100629,0.00880503144654088,0.16729559748427672,0.03522012578616352,0.050314465408805034,0.01509433962264151,0.07421383647798742,0.1220125786163522,0.08553459119496855,0.07421383647798742,0.07044025157232704,0.11320754716981132,0.08679245283018867,0.042767295597484274,0.03647798742138365,0,0,1,,
1,0151.b6.txt,0.011111111111111112,0.003703703703703704,0.007407407407407408,0.1469135802469136,0.04197530864197531,0.043209876543209874,0.016049382716049384,0.0691358024691358,0.13333333333333333,0.09012345679012346,0.07901234567901234,0.07160493827160494,0.12222222222222222,0.0654320987654321,0.05432098765432099,0.04197530864197531,0,0,1,0.0012345679012345679,0.0012345679012345679
2,0238.b6.txt,0.014218009478672985,0.00631911532385466,0.011058451816745656,0.13744075829383887,0.02843601895734597,0.05055292259083728,0.009478672985781991,0.07898894154818326,0.13428120063191154,0.08530805687203792,0.053712480252764615,0.09162717219589257,0.13902053712480253,0.08372827804107424,0.03949447077409163,0.036334913112164295,0,0,0,,
3,0157.b6.txt,0.012228260869565218,0.002717391304347826,0.009510869565217392,0.11956521739130435,0.03260869565217391,0.04483695652173913,0.009510869565217392,0.10733695652173914,0.13451086956521738,0.0625,0.058423913043478264,0.09103260869565218,0.12771739130434784,0.07336956521739131,0.06114130434782609,0.05298913043478261,0,0,1,,
4,0185.b6.txt,0.012711864406779662,0.0014124293785310734,0.00847457627118644,0.15677966101694915,0.03248587570621469,0.05367231638418079,0.018361581920903956,0.10310734463276836,0.12994350282485875,0.08757062146892655,0.059322033898305086,0.08192090395480225,0.09745762711864407,0.07344632768361582,0.0423728813559322,0.04096045197740113,0,0,1,,
5,0158.b6.txt,0.010238907849829351,0.0022753128555176336,0.007963594994311717,0.14562002275312855,0.02161547212741752,0.04778156996587031,0.01820250284414107,0.07622298065984073,0.12627986348122866,0.09556313993174062,0.06598407281001138,0.07394766780432309,0.12059158134243458,0.07736063708759955,0.06484641638225255,0.04436860068259386,0,0,2,,0.0011376564277588168
6,0219.b6.txt,0.005532503457814661,0.005532503457814661,0.006915629322268326,0.1715076071922545,0.027662517289073305,0.05394190871369295,0.016597510373443983,0.11341632088520055,0.12863070539419086,0.0912863070539419,0.06224066390041494,0.07883817427385892,0.1037344398340249,0.05532503457814661,0.034578146611341634,0.04426002766251729,0,0,1,,
7,0318.b6.txt,0.009689922480620155,0.001937984496124031,0.018410852713178296,0.1744186046511628,0.02422480620155039,0.03197674418604651,0.020348837209302327,0.12015503875968993,0.09689922480620156,0.10755813953488372,0.08817829457364341,0.061046511627906974,0.07945736434108527,0.08430232558139535,0.0436046511627907,0.03682170542635659,0,0,0,0.0009689922480620155,
8,0198.b6.txt,0.012875536480686695,0.002861230329041488,0.010014306151645207,0.1530758226037196,0.031473533619456366,0.05150214592274678,0.01859799713876967,0.07296137339055794,0.11731044349070101,0.1044349070100143,0.08011444921316166,0.07725321888412018,0.11301859799713877,0.06723891273247497,0.04864091559370529,0.03862660944206009,0,0,1,,
9,0178.b6.txt,0.009384775808133473,0.0020855057351407717,0.009384775808133473,0.1689259645464025,0.035453597497393116,0.04275286757038582,0.017726798748696558,0.07612095933263817,0.1105318039624609,0.12200208550573514,0.06047966631908238,0.072992700729927,0.09384775808133472,0.09176225234619395,0.05526590198123045,0.03128258602711158,0,0,1,,
10,0137.b6.txt,0.011826544021024968,0.002628120893561104,0.009198423127463863,0.1721419185282523,0.030223390275952694,0.04336399474375821,0.002628120893561104,0.07884362680683311,0.12352168199737187,0.08804204993429698,0.09592641261498029,0.0735873850197109,0.09198423127463863,0.09067017082785808,0.051248357424441525,0.03416557161629435,0,0,0,,
11,0223.b6.txt,0.011042944785276074,0.0098159509202454,0.007361963190184049,0.1668711656441718,0.03190184049079755,0.046625766871165646,0.025766871165644172,0.07975460122699386,0.12392638036809817,0.09447852760736196,0.06993865030674846,0.06993865030674846,0.10920245398773006,0.06257668711656442,0.06257668711656442,0.02822085889570552,0,0,1,,
